rec_line	rec_point		rec_index		start_padded		stop_padded
1121		2181			1			1681328409		1681328755
1361		2741			1			1677684053		1677684400
1361		1621			1			1680717292		1680717638
1721		2961			1			1683541249		1683541595
1721		1361			1			1683889198		1683889889
1921		1581			1			1681320648		1681320994
1921		2581			1			1682627588		1682627934
1881		2801			1			1681675446		1681675792
